2016-10-28 03:10:00 Get Smart
2016-10-28 12:00:00 Otto is een neushoorn
2016-10-28 15:30:00 Clara und das Geheimnis der B&auml;ren
2016-10-28 20:30:00 Half Light
2016-10-28 20:30:00 Batman Forever
2016-10-28 21:50:00 Boy 7
2016-10-28 22:00:00 Cliffhanger
2016-10-28 22:00:00 Albert Nobbs
2016-10-28 22:45:00 Sleeping with the Enemy
2016-10-29 00:00:00 A Nightmare on Elm Street
2016-10-29 00:45:00 Fatal Contact: Bird Flu in America
2016-10-29 05:35:00 The Pact
